adm3_pcode,cod_name,census_name,district_pcode,census_dist,census_gapa,match
NP0772301,Dodhara Chandani,Dodhara Chandani Municipality,NP0772,77,5,exact
NP0772302,Bhimdatta,Bhimdatta Municipality,NP0772,77,4,exact
NP0772303,Bedkot,Bedkot Municipality,NP0772,77,3,exact
NP0772304,Shuklaphanta,Shuklaphanta Municipality,NP0772,77,2,exact
NP0772305,Krishnapur,Krishnapur Municipality,NP0772,77,1,exact
NP0772306,Belouri,Belouri Municipality,NP0772,77,8,exact
NP0772307,Punarbas,Punarbas Municipality,NP0772,77,7,exact
NP0772401,Beldandi,Beldandi Gaunpalika,NP0772,77,9,exact
NP0772402,Laljhadi,Laljhadi Gaunpalika,NP0772,77,6,exact
NP0773301,Parashuram,Parashuram Municipality,NP0773,73,5,exact
NP0773302,Amargadhi,Amargadhi Municipality,NP0773,73,2,exact
NP0773401,Bhageshwor,Bhageshwor Gaunpalika,NP0773,73,4,exact
NP0773402,Ajayameru,Ajayameru Gaunpalika,NP0773,73,3,exact
NP0773403,Nawadurga,Nawadurga Gaunpalika,NP0773,73,1,exact
NP0773404,Aalital,Aalital Gaunpalika,NP0773,73,6,exact
NP0773405,Ganyapdhura,Ganyapdhura Gaunpalika,NP0773,73,7,exact
NP0774301,Dasharathchand,Dasharathchand Municipality,NP0774,72,5,exact
NP0774302,Puchaundi,Puchaundi Municipality,NP0774,72,3,exact
NP0774303,Melauli,Melauli Municipality,NP0774,72,8,exact
NP0774304,Patan,Patan Municipality,NP0774,72,9,exact
NP0774401,Dilasaini,Dilasaini Gaunpalika,NP0774,72,1,exact
NP0774402,Dogada Kedar,Dogada Kedar Gaunpalika,NP0774,72,2,exact
NP0774403,Surnaya,Surnaya Gaunpalika,NP0774,72,4,exact
NP0774404,Pancheshwor,Pancheshwor Gaunpalika,NP0774,72,6,exact
NP0774405,Shivanath,Shivanath Gaunpalika,NP0774,72,7,exact
NP0774406,Sigas,Sigas Gaunpalika,NP0774,72,10,exact
NP0775301,Mahakali,Mahakali Municipality,NP0775,71,3,exact
NP0775302,Shailyashikhar,Shailyashikhar Municipality,NP0775,71,7,exact
NP0775401,Byas,Byas Gaunpalika,NP0775,71,1,exact
NP0775402,Duhun,Duhun Gaunpalika,NP0775,71,2,exact
NP0775403,Apihimal,Apihimal Gaunpalika,NP0775,71,5,exact
NP0775404,Malikarjun,Malikarjun Gaunpalika,NP0775,71,8,exact
NP0775405,Naugad,Naugad  Gaunpalika,NP0775,71,4,exact
NP0775406,Lekam,Lekam Gaunpalika,NP0775,71,9,exact
NP0775407,Marma,Marma Gaunpalika,NP0775,71,6,exact
