code,name_en,definition_en,unit_code,topic,source_concept
CENSUS_INDV38_YR40TO44,Number Of Children Dead By Literacy Status: yr40to44 (Census 2021),"Source column yr40to44 from Indv38_NumberOfChildrenDeadByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv38_NumberOfChildrenDeadByLiteracyStatus:yr40to44
CENSUS_INDV38_YR45TO49,Number Of Children Dead By Literacy Status: yr45to49 (Census 2021),"Source column yr45to49 from Indv38_NumberOfChildrenDeadByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv38_NumberOfChildrenDeadByLiteracyStatus:yr45to49
CENSUS_INDV39_ROWTOTAL,Number Of Children Born By Literacy Status: rowtotal (Census 2021),"Source column rowtotal from Indv39_NumberOfChildrenBornByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv39_NumberOfChildrenBornByLiteracyStatus:rowtotal
CENSUS_INDV39_YR15TO19,Number Of Children Born By Literacy Status: yr15to19 (Census 2021),"Source column yr15to19 from Indv39_NumberOfChildrenBornByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv39_NumberOfChildrenBornByLiteracyStatus:yr15to19
CENSUS_INDV39_YR20TO24,Number Of Children Born By Literacy Status: yr20to24 (Census 2021),"Source column yr20to24 from Indv39_NumberOfChildrenBornByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv39_NumberOfChildrenBornByLiteracyStatus:yr20to24
CENSUS_INDV39_YR25TO29,Number Of Children Born By Literacy Status: yr25to29 (Census 2021),"Source column yr25to29 from Indv39_NumberOfChildrenBornByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv39_NumberOfChildrenBornByLiteracyStatus:yr25to29
CENSUS_INDV39_YR30TO34,Number Of Children Born By Literacy Status: yr30to34 (Census 2021),"Source column yr30to34 from Indv39_NumberOfChildrenBornByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv39_NumberOfChildrenBornByLiteracyStatus:yr30to34
CENSUS_INDV39_YR35TO39,Number Of Children Born By Literacy Status: yr35to39 (Census 2021),"Source column yr35to39 from Indv39_NumberOfChildrenBornByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv39_NumberOfChildrenBornByLiteracyStatus:yr35to39
CENSUS_INDV39_YR40TO44,Number Of Children Born By Literacy Status: yr40to44 (Census 2021),"Source column yr40to44 from Indv39_NumberOfChildrenBornByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv39_NumberOfChildrenBornByLiteracyStatus:yr40to44
CENSUS_INDV39_YR45TO49,Number Of Children Born By Literacy Status: yr45to49 (Census 2021),"Source column yr45to49 from Indv39_NumberOfChildrenBornByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv39_NumberOfChildrenBornByLiteracyStatus:yr45to49
CENSUS_INDV40_ROWTOTAL,Number Of CEBby Occupation: rowtotal (Census 2021),"Source column rowtotal from Indv40_NumberOfCEBbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv40_NumberOfCEBbyOccupation:rowtotal
CENSUS_INDV40_YR15TO19,Number Of CEBby Occupation: yr15to19 (Census 2021),"Source column yr15to19 from Indv40_NumberOfCEBbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv40_NumberOfCEBbyOccupation:yr15to19
CENSUS_INDV40_YR20TO24,Number Of CEBby Occupation: yr20to24 (Census 2021),"Source column yr20to24 from Indv40_NumberOfCEBbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv40_NumberOfCEBbyOccupation:yr20to24
CENSUS_INDV40_YR25TO29,Number Of CEBby Occupation: yr25to29 (Census 2021),"Source column yr25to29 from Indv40_NumberOfCEBbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv40_NumberOfCEBbyOccupation:yr25to29
CENSUS_INDV40_YR30TO34,Number Of CEBby Occupation: yr30to34 (Census 2021),"Source column yr30to34 from Indv40_NumberOfCEBbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv40_NumberOfCEBbyOccupation:yr30to34
CENSUS_INDV40_YR35TO39,Number Of CEBby Occupation: yr35to39 (Census 2021),"Source column yr35to39 from Indv40_NumberOfCEBbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv40_NumberOfCEBbyOccupation:yr35to39
CENSUS_INDV40_YR40TO44,Number Of CEBby Occupation: yr40to44 (Census 2021),"Source column yr40to44 from Indv40_NumberOfCEBbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv40_NumberOfCEBbyOccupation:yr40to44
CENSUS_INDV40_YR45TO49,Number Of CEBby Occupation: yr45to49 (Census 2021),"Source column yr45to49 from Indv40_NumberOfCEBbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv40_NumberOfCEBbyOccupation:yr45to49
CENSUS_INDV41_ROWTOTAL,Number Of Children Deadby Occupation: rowtotal (Census 2021),"Source column rowtotal from Indv41_NumberOfChildrenDeadbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv41_NumberOfChildrenDeadbyOccupation:rowtotal
CENSUS_INDV41_YR15TO19,Number Of Children Deadby Occupation: yr15to19 (Census 2021),"Source column yr15to19 from Indv41_NumberOfChildrenDeadbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv41_NumberOfChildrenDeadbyOccupation:yr15to19
CENSUS_INDV41_YR20TO24,Number Of Children Deadby Occupation: yr20to24 (Census 2021),"Source column yr20to24 from Indv41_NumberOfChildrenDeadbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv41_NumberOfChildrenDeadbyOccupation:yr20to24
CENSUS_INDV41_YR25TO29,Number Of Children Deadby Occupation: yr25to29 (Census 2021),"Source column yr25to29 from Indv41_NumberOfChildrenDeadbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv41_NumberOfChildrenDeadbyOccupation:yr25to29
CENSUS_INDV41_YR30TO34,Number Of Children Deadby Occupation: yr30to34 (Census 2021),"Source column yr30to34 from Indv41_NumberOfChildrenDeadbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv41_NumberOfChildrenDeadbyOccupation:yr30to34
CENSUS_INDV41_YR35TO39,Number Of Children Deadby Occupation: yr35to39 (Census 2021),"Source column yr35to39 from Indv41_NumberOfChildrenDeadbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv41_NumberOfChildrenDeadbyOccupation:yr35to39
CENSUS_INDV41_YR40TO44,Number Of Children Deadby Occupation: yr40to44 (Census 2021),"Source column yr40to44 from Indv41_NumberOfChildrenDeadbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv41_NumberOfChildrenDeadbyOccupation:yr40to44
CENSUS_INDV41_YR45TO49,Number Of Children Deadby Occupation: yr45to49 (Census 2021),"Source column yr45to49 from Indv41_NumberOfChildrenDeadbyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv41_NumberOfChildrenDeadbyOccupation:yr45to49
CENSUS_INDV42_ROWTOTAL,Number Of Children Born Aliveby Occupation: rowtotal (Census 2021),"Source column rowtotal from Indv42_NumberOfChildrenBornAlivebyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv42_NumberOfChildrenBornAlivebyOccupation:rowtotal
CENSUS_INDV42_YR15TO19,Number Of Children Born Aliveby Occupation: yr15to19 (Census 2021),"Source column yr15to19 from Indv42_NumberOfChildrenBornAlivebyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv42_NumberOfChildrenBornAlivebyOccupation:yr15to19
CENSUS_INDV42_YR20TO24,Number Of Children Born Aliveby Occupation: yr20to24 (Census 2021),"Source column yr20to24 from Indv42_NumberOfChildrenBornAlivebyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv42_NumberOfChildrenBornAlivebyOccupation:yr20to24
CENSUS_INDV42_YR25TO29,Number Of Children Born Aliveby Occupation: yr25to29 (Census 2021),"Source column yr25to29 from Indv42_NumberOfChildrenBornAlivebyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv42_NumberOfChildrenBornAlivebyOccupation:yr25to29
CENSUS_INDV42_YR30TO34,Number Of Children Born Aliveby Occupation: yr30to34 (Census 2021),"Source column yr30to34 from Indv42_NumberOfChildrenBornAlivebyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv42_NumberOfChildrenBornAlivebyOccupation:yr30to34
CENSUS_INDV42_YR35TO39,Number Of Children Born Aliveby Occupation: yr35to39 (Census 2021),"Source column yr35to39 from Indv42_NumberOfChildrenBornAlivebyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv42_NumberOfChildrenBornAlivebyOccupation:yr35to39
CENSUS_INDV42_YR40TO44,Number Of Children Born Aliveby Occupation: yr40to44 (Census 2021),"Source column yr40to44 from Indv42_NumberOfChildrenBornAlivebyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv42_NumberOfChildrenBornAlivebyOccupation:yr40to44
CENSUS_INDV42_YR45TO49,Number Of Children Born Aliveby Occupation: yr45to49 (Census 2021),"Source column yr45to49 from Indv42_NumberOfChildrenBornAlivebyOccupation.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv42_NumberOfChildrenBornAlivebyOccupation:yr45to49
CENSUS_INDV43_ROWTOTAL,Number Of CEBby Industry: rowtotal (Census 2021),"Source column rowtotal from Indv43_NumberOfCEBbyIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv43_NumberOfCEBbyIndustry:rowtotal
CENSUS_INDV43_YR15TO19,Number Of CEBby Industry: yr15to19 (Census 2021),"Source column yr15to19 from Indv43_NumberOfCEBbyIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv43_NumberOfCEBbyIndustry:yr15to19
CENSUS_INDV43_YR20TO24,Number Of CEBby Industry: yr20to24 (Census 2021),"Source column yr20to24 from Indv43_NumberOfCEBbyIndustry.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,labor,Indv43_NumberOfCEBbyIndustry:yr20to24
