code,wdi_code,name_wb,topic,unit_code,wb_topic,latest_year,latest_value
SH_STA_STNT_FE_ZS,SH.STA.STNT.FE.ZS,"Prevalence of stunting, height for age, female (% of children under 5)",health,PCT,Health,2022,25.0
SH_STA_STNT_MA_ZS,SH.STA.STNT.MA.ZS,"Prevalence of stunting, height for age, male (% of children under 5)",health,PCT,Health,2022,24.7
SH_STA_STNT_ME_FE_ZS,SH.STA.STNT.ME.FE.ZS,"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",health,PCT,,2024,25.1
SH_STA_STNT_ME_MA_ZS,SH.STA.STNT.ME.MA.ZS,"Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)",health,PCT,,2024,27.0
SH_STA_STNT_ME_ZS,SH.STA.STNT.ME.ZS,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",health,PCT,Health,2024,26.0
SH_STA_STNT_ZS,SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",health,PCT,Health,2022,24.8
SH_STA_SUIC_FE_P5,SH.STA.SUIC.FE.P5,"Suicide mortality rate, female (per 100,000 female population)",health,PER_100K,Health,2021,7.16
SH_STA_SUIC_MA_P5,SH.STA.SUIC.MA.P5,"Suicide mortality rate, male (per 100,000 male population)",health,PER_100K,Health,2021,13.33
SH_STA_SUIC_P5,SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)",health,PER_100K,Health,2021,10.14
SH_STA_TRAF_P5,SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 population)",health,PER_100K,Health,2019,16.3
SH_STA_WASH_P5,SH.STA.WASH.P5,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",health,PER_100K,Health,2019,17.8
SH_STA_WAST_FE_ZS,SH.STA.WAST.FE.ZS,"Prevalence of wasting, weight for height, female (% of children under 5)",health,PCT,Health,2022,6.3
SH_STA_WAST_MA_ZS,SH.STA.WAST.MA.ZS,"Prevalence of wasting, weight for height, male (% of children under 5)",health,PCT,Health,2022,7.6
SH_STA_WAST_ZS,SH.STA.WAST.ZS,"Prevalence of wasting, weight for height (% of children under 5)",health,PCT,Health,2022,7.0
SH_SVR_WAST_FE_ZS,SH.SVR.WAST.FE.ZS,"Prevalence of severe wasting, weight for height, female (% of children under 5)",health,PCT,Health,2022,0.9
SH_SVR_WAST_MA_ZS,SH.SVR.WAST.MA.ZS,"Prevalence of severe wasting, weight for height, male (% of children under 5)",health,PCT,Health,2022,0.8
SH_SVR_WAST_ZS,SH.SVR.WAST.ZS,"Prevalence of severe wasting, weight for height (% of children under 5)",health,PCT,Health,2022,0.8
SH_TBS_CURE_ZS,SH.TBS.CURE.ZS,Tuberculosis treatment success rate (% of new cases),health,PCT,Health,2023,92.0
SH_TBS_DTEC_ZS,SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)",health,PCT,Health,2024,60.0
SH_TBS_INCD,SH.TBS.INCD,"Incidence of tuberculosis (per 100,000 people)",health,PER_100K,Health,2024,227.0
SH_UHC_FH40,SH_UHC_FH40,Proportion of population facing financial hardship due to out-of-pocket health expenditure (%),health,PCT,,2022,24.94
SH_UHC_FH40_FURTHER,SH_UHC_FH40_FURTHER,"Proportion of population further impoverished due to out-of-pocket health expenditure, based on the societal poverty line (%)",health,PCT,,2022,16.0
SH_UHC_FH40_IMPOV,SH_UHC_FH40_IMPOV,"Proportion of population facing impoverishing out-of-pocket health expenditure, based on the societal poverty line (%)",health,PCT,,2022,18.5
SH_UHC_FH40_LARGE,SH_UHC_FH40_LARGE,Proportion of population facing large (but non-impoverishing) out-of-pocket health expenditure (%),health,PCT,,2022,6.43
SH_UHC_FH40_PUSHED,SH_UHC_FH40_PUSHED,Proportion of population pushed into poverty (based on the societal poverty line) due to out-of-pocket health expenditure (%),health,PCT,,2022,2.51
SH_UHC_SCI,SH_UHC_SCI,UHC service coverage index,health,INDEX,,2023,58.0
SH_UHC_SCI_CAPACITY,SH_UHC_SCI_CAPACITY,UHC service coverage sub-index on service capacity and access,health,INDEX,,2023,50.0
SH_UHC_SCI_ID,SH_UHC_SCI_ID,UHC service coverage sub-index on infectious diseases,health,INDEX,,2023,83.0
SH_UHC_SCI_NCD,SH_UHC_SCI_NCD,UHC service coverage sub-index on non-communicable diseases,health,INDEX,,2023,43.0
SH_UHC_SCI_RMNCH,SH_UHC_SCI_RMNCH,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",health,INDEX,,2023,62.0
SH_VAC_TTNS_ZS,SH.VAC.TTNS.ZS,Newborns protected against tetanus (%),health,PCT,Health,2024,93.0
SH_XPD_CHEX_GD_ZS,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),health,PCT,Health,2023,6.15843678
SH_XPD_CHEX_PC_CD,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),health,USD,Health,2023,83.96018982
SH_XPD_CHEX_PP_CD,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",health,USD_PPP,Health,2023,332.162753551408
SH_XPD_EHEX_CH_ZS,SH.XPD.EHEX.CH.ZS,External health expenditure (% of current health expenditure),health,PCT,Health,2023,6.9469142
SH_XPD_EHEX_PC_CD,SH.XPD.EHEX.PC.CD,External health expenditure per capita (current US$),health,USD,Health,2023,5.83264239
SH_XPD_EHEX_PP_CD,SH.XPD.EHEX.PP.CD,"External health expenditure per capita, PPP (current international $)",health,USD_PPP,Health,2023,23.0750605619794
SH_XPD_GHED_CH_ZS,SH.XPD.GHED.CH.ZS,Domestic general government health expenditure (% of current health expenditure),health,PCT,Health,2023,31.30563164
SH_XPD_GHED_GD_ZS,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),health,PCT,Health,2023,1.92793751
SH_XPD_GHED_GE_ZS,SH.XPD.GHED.GE.ZS,Domestic general government health expenditure (% of general government expenditure),health,PCT,Health,2023,7.66042948
SH_XPD_GHED_PC_CD,SH.XPD.GHED.PC.CD,Domestic general government health expenditure per capita (current US$),health,USD,Health,2023,26.28426818
SH_XPD_GHED_PP_CD,SH.XPD.GHED.PP.CD,"Domestic general government health expenditure per capita, PPP (current international $)",health,USD_PPP,Health,2023,103.985644840919
SH_XPD_OOPC_CH_ZS,SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),health,PCT,Health,2023,59.38827515
SH_XPD_OOPC_PC_CD,SH.XPD.OOPC.PC.CD,Out-of-pocket expenditure per capita (current US$),health,USD,Health,2023,49.86250921
SH_XPD_OOPC_PP_CD,SH.XPD.OOPC.PP.CD,"Out-of-pocket expenditure per capita, PPP (current international $)",health,USD_PPP,Health,2023,197.265723314448
SH_XPD_PVTD_CH_ZS,SH.XPD.PVTD.CH.ZS,Domestic private health expenditure (% of current health expenditure),health,PCT,Health,2023,61.7474556
SH_XPD_PVTD_PC_CD,SH.XPD.PVTD.PC.CD,Domestic private health expenditure per capita (current US$),health,USD,Health,2023,51.84328248
SH_XPD_PVTD_PP_CD,SH.XPD.PVTD.PP.CD,"Domestic private health expenditure per capita, PPP (current international $)",health,USD_PPP,Health,2023,205.102045175957
SN_ITK_DEFC_ZS,SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),health,PCT,Health,2023,5.3
SN_ITK_MSFI_ZS,SN.ITK.MSFI.ZS,Prevalence of moderate or severe food insecurity in the population (%),health,PCT,Health,2023,36.6
SN_ITK_SALT_ZS,SN.ITK.SALT.ZS,Consumption of iodized salt (% of households),health,PCT,Health,2017,94.2
SN_ITK_SVFI_ZS,SN.ITK.SVFI.ZS,Prevalence of severe food insecurity in the population (%),health,PCT,Health,2023,12.8
SN_ITK_VITA_ZS,SN.ITK.VITA.ZS,Vitamin A supplementation coverage rate (% of children ages 6-59 months),health,PCT,Health,2023,82.0
SP_ADO_TFRT,SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",health,PER_1000,Health,2024,66.489
SP_DYN_AMRT_FE,SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)",health,PER_1000,Health,2024,136.332
SP_DYN_AMRT_MA,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",health,PER_1000,Health,2024,178.025
SP_DYN_CONM_ZS,SP.DYN.CONM.ZS,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",health,PCT,Health,2022,42.7
SP_DYN_CONU_ZS,SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)",health,PCT,Health,2022,57.2
SP_DYN_IMRT_FE_IN,SP.DYN.IMRT.FE.IN,"Mortality rate, infant, female (per 1,000 live births)",health,PER_1000_LIVE_BIRTHS,Health,2024,20.2
SP_DYN_IMRT_MA_IN,SP.DYN.IMRT.MA.IN,"Mortality rate, infant, male (per 1,000 live births)",health,PER_1000_LIVE_BIRTHS,Health,2024,24.1
SP_DYN_LE00_FE_IN,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",health,YEARS,Health,2024,72.138
SP_DYN_LE00_MA_IN,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",health,YEARS,Health,2024,69.09
SP_DYN_TO65_FE_ZS,SP.DYN.TO65.FE.ZS,"Survival to age 65, female (% of cohort)",health,PCT,Health,2024,77.839703
SP_DYN_TO65_MA_ZS,SP.DYN.TO65.MA.ZS,"Survival to age 65, male (% of cohort)",health,PCT,Health,2024,71.227318
SP_HOU_FEMA_ZS,SP.HOU.FEMA.ZS,Female headed households (% of households with a female head),health,PCT,Health,2022,32.7
SP_M15_2024_FE_ZS,SP.M15.2024.FE.ZS,Women who were first married by age 15 (% of women ages 20-24),health,PCT,Health,2022,5.8
SP_M18_2024_FE_ZS,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),health,PCT,Health,2022,34.9
SP_MTR_1519_ZS,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),health,PCT,Health,2022,13.1
SP_REG_BRTH_FE_ZS,SP.REG.BRTH.FE.ZS,"Completeness of birth registration, female (%)",health,PCT,Health,2019,78.3
SP_REG_BRTH_MA_ZS,SP.REG.BRTH.MA.ZS,"Completeness of birth registration, male (%)",health,PCT,Health,2019,76.3
SP_REG_BRTH_RU_ZS,SP.REG.BRTH.RU.ZS,"Completeness of birth registration, rural (%)",health,PCT,Health,2019,79.3
SP_REG_BRTH_UR_ZS,SP.REG.BRTH.UR.ZS,"Completeness of birth registration, urban (%)",health,PCT,Health,2019,76.1
SP_REG_BRTH_ZS,SP.REG.BRTH.ZS,Completeness of birth registration (%),health,PCT,Health,2019,77.2
SP_UWT_TFRT,SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49),health,PCT,Health,2022,20.8
HD_HCIP_OTJL_FE,HD_HCIP_OTJL_FE,"Human capital index plus (HCI+): on-the-job learning pillar score, female (scale -30–87)",labor,INDEX,,2025,-4.59891543755004
HD_HCIP_OTJL_MA,HD_HCIP_OTJL_MA,"Human capital index plus (HCI+): on-the-job learning pillar score, male (scale -30–87)",labor,INDEX,,2025,29.2407424625391
HD_HCIP_OTJL_TO,HD_HCIP_OTJL_TO,"Human capital index plus (HCI+): on-the-job learning pillar score, total (scale -30–87)",labor,INDEX,,2025,10.0558814373072
SL_AGR_0714_FE_ZS,SL.AGR.0714.FE.ZS,"Child employment in agriculture, female (% of female economically active children ages 7-14)",labor,PCT,Social Protection & Labor,2008,88.93
SL_AGR_0714_MA_ZS,SL.AGR.0714.MA.ZS,"Child employment in agriculture, male (% of male economically active children ages 7-14)",labor,PCT,Social Protection & Labor,2008,89.03
SL_AGR_0714_ZS,SL.AGR.0714.ZS,Child employment in agriculture (% of economically active children ages 7-14),labor,PCT,Social Protection & Labor,2008,88.97
SL_EMP_1524_SP_FE_NE_ZS,SL.EMP.1524.SP.FE.NE.ZS,"Employment to population ratio, ages 15-24, female (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,16.567
SL_EMP_1524_SP_FE_ZS,SL.EMP.1524.SP.FE.ZS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,14.713
SL_EMP_1524_SP_MA_NE_ZS,SL.EMP.1524.SP.MA.NE.ZS,"Employment to population ratio, ages 15-24, male (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,31.913
SL_EMP_1524_SP_MA_ZS,SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,28.828
SL_EMP_1524_SP_NE_ZS,SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,23.446
SL_EMP_1524_SP_ZS,SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,21.69
SL_EMP_MPYR_FE_ZS,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,0.529748350599713
SL_EMP_MPYR_MA_ZS,SL.EMP.MPYR.MA.ZS,"Employers, male (% of male employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,2.23669617239951
SL_EMP_MPYR_ZS,SL.EMP.MPYR.ZS,"Employers, total (% of total employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,1.60456696978953
SL_EMP_SELF_FE_ZS,SL.EMP.SELF.FE.ZS,"Self-employed, female (% of female employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,90.8325657650354
SL_EMP_SELF_MA_ZS,SL.EMP.SELF.MA.ZS,"Self-employed, male (% of male employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,71.3783362041557
SL_EMP_SELF_ZS,SL.EMP.SELF.ZS,"Self-employed, total (% of total employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,78.5827665110785
SL_EMP_SMGT_FE_ZS,SL.EMP.SMGT.FE.ZS,Female share of employment in senior and middle management (%),labor,PCT,Social Protection & Labor,2017,13.903
SL_EMP_TOTL_SP_FE_NE_ZS,SL.EMP.TOTL.SP.FE.NE.ZS,"Employment to population ratio, 15+, female (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,24.557
SL_EMP_TOTL_SP_FE_ZS,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,24.226
SL_EMP_TOTL_SP_MA_NE_ZS,SL.EMP.TOTL.SP.MA.NE.ZS,"Employment to population ratio, 15+, male (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,49.572
SL_EMP_TOTL_SP_MA_ZS,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,47.797
SL_EMP_TOTL_SP_NE_ZS,SL.EMP.TOTL.SP.NE.ZS,"Employment to population ratio, 15+, total (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,35.66
SL_EMP_TOTL_SP_ZS,SL.EMP.TOTL.SP.ZS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,35.137
SL_EMP_VULN_FE_ZS,SL.EMP.VULN.FE.ZS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,90.3028174144356
SL_EMP_VULN_MA_ZS,SL.EMP.VULN.MA.ZS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,69.141661242117
SL_EMP_VULN_ZS,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,76.9782128968763
SL_EMP_WORK_FE_ZS,SL.EMP.WORK.FE.ZS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,9.16743423496462
SL_EMP_WORK_MA_ZS,SL.EMP.WORK.MA.ZS,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,28.6216637958443
SL_EMP_WORK_ZS,SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,21.4172334889215
SL_FAM_0714_FE_ZS,SL.FAM.0714.FE.ZS,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2008,92.51
SL_FAM_0714_MA_ZS,SL.FAM.0714.MA.ZS,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2008,91.97
SL_FAM_0714_ZS,SL.FAM.0714.ZS,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2008,92.26
SL_FAM_WORK_FE_ZS,SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,65.007216464358
SL_FAM_WORK_MA_ZS,SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,26.7994392829032
SL_FAM_WORK_ZS,SL.FAM.WORK.ZS,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,40.9488183176688
SL_GDP_PCAP_EM_KD,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),labor,USD_PPP,Social Protection & Labor,2025,20873.596150203
SL_IND_EMPL_FE_ZS,SL.IND.EMPL.FE.ZS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,17.5918719746569
SL_IND_EMPL_MA_ZS,SL.IND.EMPL.MA.ZS,"Employment in industry, male (% of male employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,39.3295659490565
SL_IND_EMPL_ZS,SL.IND.EMPL.ZS,Employment in industry (% of total employment) (modeled ILO estimate),labor,PCT,Social Protection & Labor,2025,31.2794891328272
SL_MNF_0714_FE_ZS,SL.MNF.0714.FE.ZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",labor,PCT,Social Protection & Labor,2008,1.48
SL_MNF_0714_MA_ZS,SL.MNF.0714.MA.ZS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",labor,PCT,Social Protection & Labor,2008,1.27
SL_MNF_0714_ZS,SL.MNF.0714.ZS,Child employment in manufacturing (% of economically active children ages 7-14),labor,PCT,Social Protection & Labor,2008,1.39
SL_SLF_0714_FE_ZS,SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2008,5.71
SL_SLF_0714_MA_ZS,SL.SLF.0714.MA.ZS,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2008,5.17
SL_SLF_0714_ZS,SL.SLF.0714.ZS,"Children in employment, self-employed (% of children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2008,5.46
SL_SRV_0714_FE_ZS,SL.SRV.0714.FE.ZS,"Child employment in services, female (% of female economically active children ages 7-14)",labor,PCT,Social Protection & Labor,2008,2.19
SL_SRV_0714_MA_ZS,SL.SRV.0714.MA.ZS,"Child employment in services, male (% of male economically active children ages 7-14)",labor,PCT,Social Protection & Labor,2008,4.17
SL_SRV_0714_ZS,SL.SRV.0714.ZS,Child employment in services (% of economically active children ages 7-14),labor,PCT,Social Protection & Labor,2008,3.09
SL_SRV_EMPL_FE_ZS,SL.SRV.EMPL.FE.ZS,"Employment in services, female (% of female employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,46.5472409736493
SL_SRV_EMPL_MA_ZS,SL.SRV.EMPL.MA.ZS,"Employment in services, male (% of male employment) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,45.3740945562124
SL_SRV_EMPL_ZS,SL.SRV.EMPL.ZS,Employment in services (% of total employment) (modeled ILO estimate),labor,PCT,Social Protection & Labor,2025,45.8085364628854
SL_TLF_0714_FE_ZS,SL.TLF.0714.FE.ZS,"Children in employment, female (% of female children ages 7-14)",labor,PCT,Social Protection & Labor,2014,44.0913556662385
SL_TLF_0714_MA_ZS,SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)",labor,PCT,Social Protection & Labor,2014,41.5049127269705
SL_TLF_0714_SW_FE_TM,SL.TLF.0714.SW.FE.TM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",labor,HOURS_PER_WEEK,Social Protection & Labor,2014,9.44932421831104
SL_TLF_0714_SW_FE_ZS,SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2014,89.7932299910213
SL_TLF_0714_SW_MA_TM,SL.TLF.0714.SW.MA.TM,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",labor,HOURS_PER_WEEK,Social Protection & Labor,2014,8.13528613277088
SL_TLF_0714_SW_MA_ZS,SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2014,92.8637738231442
SL_TLF_0714_SW_TM,SL.TLF.0714.SW.TM,"Average working hours of children, study and work, ages 7-14 (hours per week)",labor,HOURS_PER_WEEK,Social Protection & Labor,2014,8.81549206395045
SL_TLF_0714_SW_ZS,SL.TLF.0714.SW.ZS,"Children in employment, study and work (% of children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2014,91.2485593938361
SL_TLF_0714_WK_FE_TM,SL.TLF.0714.WK.FE.TM,"Average working hours of children, working only, female, ages 7-14 (hours per week)",labor,HOURS_PER_WEEK,Social Protection & Labor,2014,13.580838601518
SL_TLF_0714_WK_FE_ZS,SL.TLF.0714.WK.FE.ZS,"Children in employment, work only, female (% of female children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2014,10.2067700089787
SL_TLF_0714_WK_MA_TM,SL.TLF.0714.WK.MA.TM,"Average working hours of children, working only, male, ages 7-14 (hours per week)",labor,HOURS_PER_WEEK,Social Protection & Labor,2014,15.2290942483638
SL_TLF_0714_WK_MA_ZS,SL.TLF.0714.WK.MA.ZS,"Children in employment, work only, male (% of male children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2014,7.1362261768558
SL_TLF_0714_WK_TM,SL.TLF.0714.WK.TM,"Average working hours of children, working only, ages 7-14 (hours per week)",labor,HOURS_PER_WEEK,Social Protection & Labor,2014,14.2178682288111
SL_TLF_0714_WK_ZS,SL.TLF.0714.WK.ZS,"Children in employment, work only (% of children in employment, ages 7-14)",labor,PCT,Social Protection & Labor,2014,8.7514406061639
SL_TLF_0714_ZS,SL.TLF.0714.ZS,"Children in employment, total (% of children ages 7-14)",labor,PCT,Social Protection & Labor,2014,42.8274929134937
SL_TLF_ACTI_1524_FE_NE_ZS,SL.TLF.ACTI.1524.FE.NE.ZS,"Labor force participation rate for ages 15-24, female (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,21.372
SL_TLF_ACTI_1524_FE_ZS,SL.TLF.ACTI.1524.FE.ZS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,19.154
SL_TLF_ACTI_1524_MA_NE_ZS,SL.TLF.ACTI.1524.MA.NE.ZS,"Labor force participation rate for ages 15-24, male (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,39.51
SL_TLF_ACTI_1524_MA_ZS,SL.TLF.ACTI.1524.MA.ZS,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,35.641
SL_TLF_ACTI_1524_NE_ZS,SL.TLF.ACTI.1524.NE.ZS,"Labor force participation rate for ages 15-24, total (%) (national estimate)",labor,PCT,Social Protection & Labor,2017,29.503
SL_TLF_ACTI_1524_ZS,SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,27.303
SL_TLF_ACTI_FE_ZS,SL.TLF.ACTI.FE.ZS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,29.554
SL_TLF_ACTI_MA_ZS,SL.TLF.ACTI.MA.ZS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,56.176
SL_TLF_ACTI_ZS,SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,41.892
SL_TLF_ADVN_FE_ZS,SL.TLF.ADVN.FE.ZS,"Labor force with advanced education, female (% of female working-age population with advanced education)",labor,PCT,Social Protection & Labor,2017,56.94
SL_TLF_ADVN_MA_ZS,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",labor,PCT,Social Protection & Labor,2017,73.91
SL_TLF_ADVN_ZS,SL.TLF.ADVN.ZS,Labor force with advanced education (% of total working-age population with advanced education),labor,PCT,Social Protection & Labor,2017,67.666
SL_TLF_BASC_FE_ZS,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",labor,PCT,Social Protection & Labor,2017,27.472
SL_TLF_BASC_MA_ZS,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",labor,PCT,Social Protection & Labor,2017,58.38
SL_TLF_BASC_ZS,SL.TLF.BASC.ZS,Labor force with basic education (% of total working-age population with basic education),labor,PCT,Social Protection & Labor,2017,44.005
SL_TLF_CACT_FE_NE_ZS,SL.TLF.CACT.FE.NE.ZS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",labor,PCT,Social Protection & Labor,2017,27.913
SL_TLF_CACT_FE_ZS,SL.TLF.CACT.FE.ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,27.473
SL_TLF_CACT_FM_NE_ZS,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),labor,PCT,Social Protection & Labor,2017,50.7933908359719
SL_TLF_CACT_FM_ZS,SL.TLF.CACT.FM.ZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),labor,PCT,Social Protection & Labor,2025,51.9318740312276
SL_TLF_CACT_MA_NE_ZS,SL.TLF.CACT.MA.NE.ZS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",labor,PCT,Social Protection & Labor,2017,54.954
SL_TLF_CACT_MA_ZS,SL.TLF.CACT.MA.ZS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,52.902
SL_TLF_CACT_NE_ZS,SL.TLF.CACT.NE.ZS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",labor,PCT,Social Protection & Labor,2017,39.915
SL_TLF_CACT_ZS,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",labor,PCT,Social Protection & Labor,2025,39.244
SL_TLF_INTM_FE_ZS,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",labor,PCT,Social Protection & Labor,2017,34.047
SL_TLF_INTM_MA_ZS,SL.TLF.INTM.MA.ZS,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",labor,PCT,Social Protection & Labor,2017,53.675
SL_TLF_INTM_ZS,SL.TLF.INTM.ZS,Labor force with intermediate education (% of total working-age population with intermediate education),labor,PCT,Social Protection & Labor,2017,44.187
