code,wdi_code,name_wb,topic,unit_code,wb_topic,latest_year,latest_value
AG_CON_FERT_ZS,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),agriculture,KG_PER_HECTARE,Agriculture & Rural Development,2023,67.842887238053
AG_LND_AGRI_K2,AG.LND.AGRI.K2,Agricultural land (sq. km),agriculture,SQ_KM,Agriculture & Rural Development,2023,37441.0
AG_LND_AGRI_ZS,AG.LND.AGRI.ZS,Agricultural land (% of land area),agriculture,PCT,Agriculture & Rural Development,2023,26.1185908615277
AG_LND_ARBL_HA,AG.LND.ARBL.HA,Arable land (hectares),agriculture,HECTARES,Agriculture & Rural Development,2023,1803800.0
AG_LND_ARBL_HA_PC,AG.LND.ARBL.HA.PC,Arable land (hectares per person),agriculture,HECTARES_PER_PERSON,Agriculture & Rural Development,2023,0.060745022649562
AG_LND_ARBL_ZS,AG.LND.ARBL.ZS,Arable land (% of land area),agriculture,PCT,Agriculture & Rural Development,2023,12.5831880013952
AG_LND_CREL_HA,AG.LND.CREL.HA,Land under cereal production (hectares),agriculture,HECTARES,Agriculture & Rural Development,2023,3334346.0
AG_LND_CROP_ZS,AG.LND.CROP.ZS,Permanent cropland (% of land area),agriculture,PCT,Agriculture & Rural Development,2023,1.01151028950122
AG_LND_EL5M_RU_K2,AG.LND.EL5M.RU.K2,Rural land area where elevation is below 5 meters (sq. km),agriculture,SQ_KM,Agriculture & Rural Development,2015,0.0
AG_LND_EL5M_RU_ZS,AG.LND.EL5M.RU.ZS,Rural land area where elevation is below 5 meters (% of total land area),agriculture,PCT,Agriculture & Rural Development,2015,0.0
AG_LND_FRST_K2,AG.LND.FRST.K2,Forest area (sq. km),agriculture,SQ_KM,Agriculture & Rural Development,2023,59620.3
AG_LND_FRST_ZS,AG.LND.FRST.ZS,Forest area (% of land area),agriculture,PCT,Agriculture & Rural Development,2023,41.5907220090687
AG_LND_IRIG_AG_ZS,AG.LND.IRIG.AG.ZS,Agricultural irrigated land (% of total agricultural land),agriculture,PCT,Agriculture & Rural Development,2023,32.2908041986058
AG_LND_PRCP_MM,AG.LND.PRCP.MM,Average precipitation in depth (mm per year),agriculture,MM_PER_YEAR,Agriculture & Rural Development,2022,1500.0
AG_LND_TOTL_K2,AG.LND.TOTL.K2,Land area (sq. km),agriculture,SQ_KM,Agriculture & Rural Development,2023,143350.0
AG_LND_TOTL_RU_K2,AG.LND.TOTL.RU.K2,Rural land area (sq. km),agriculture,SQ_KM,Agriculture & Rural Development,2015,140132.783502
AG_PRD_CREL_MT,AG.PRD.CREL.MT,Cereal production (metric tons),agriculture,METRIC_TONS,Agriculture & Rural Development,2023,11150994.25
AG_PRD_CROP_XD,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),agriculture,INDEX,Agriculture & Rural Development,2022,116.66
AG_PRD_FOOD_XD,AG.PRD.FOOD.XD,Food production index (2014-2016 = 100),agriculture,INDEX,Agriculture & Rural Development,2022,123.18
AG_PRD_LVSK_XD,AG.PRD.LVSK.XD,Livestock production index (2014-2016 = 100),agriculture,INDEX,Agriculture & Rural Development,2022,144.45
AG_SRF_TOTL_K2,AG.SRF.TOTL.K2,Surface area (sq. km),agriculture,SQ_KM,Agriculture & Rural Development,2023,147180.0
AG_YLD_CREL_KG,AG.YLD.CREL.KG,Cereal yield (kg per hectare),agriculture,KG_PER_HECTARE,Agriculture & Rural Development,2023,3344.3
EG_ELC_ACCS_RU_ZS,EG.ELC.ACCS.RU.ZS,"Access to electricity, rural (% of rural population)",agriculture,PCT,Agriculture & Rural Development,2024,94.2
EN_POP_EL5M_RU_ZS,EN.POP.EL5M.RU.ZS,Rural population living in areas where elevation is below 5 meters (% of total population),agriculture,PCT,Agriculture & Rural Development,2015,0.0
ER_H2O_FWAG_ZS,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",agriculture,PCT,Agriculture & Rural Development,2022,98.13522023
NV_AGR_TOTL_CD,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",agriculture,USD,Agriculture & Rural Development,2025,9806608596.86782
NV_AGR_TOTL_ZS,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",agriculture,PCT,Agriculture & Rural Development,2025,21.5578137957376
SL_AGR_EMPL_FE_ZS,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",agriculture,PCT,Agriculture & Rural Development,2025,35.8609231159835
SL_AGR_EMPL_MA_ZS,SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",agriculture,PCT,Agriculture & Rural Development,2025,15.2963607050918
SL_AGR_EMPL_ZS,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),agriculture,PCT,Agriculture & Rural Development,2025,22.9119744042875
TM_VAL_AGRI_ZS_UN,TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports),agriculture,PCT,Agriculture & Rural Development,2022,1.29279766517618
TX_VAL_AGRI_ZS_UN,TX.VAL.AGRI.ZS.UN,Agricultural raw materials exports (% of merchandise exports),agriculture,PCT,Agriculture & Rural Development,2022,1.62694833173806
BG_GSR_NFSV_GD_ZS,BG.GSR.NFSV.GD.ZS,Trade in services (% of GDP),economy,PCT,Economy & Growth,2024,9.62521446213055
BM_GSR_CMCP_ZS,BM.GSR.CMCP.ZS,"Communications, computer, etc. (% of service imports, BoP)",economy,PCT,Economy & Growth,2024,9.78664879386791
BM_GSR_FCTY_CD,BM.GSR.FCTY.CD,"Primary income payments (BoP, current US$)",economy,USD,Economy & Growth,2024,253175696.186733
BM_GSR_GNFS_CD,BM.GSR.GNFS.CD,"Imports of goods and services (BoP, current US$)",economy,USD,Economy & Growth,2024,14406374427.785
BM_GSR_INSF_ZS,BM.GSR.INSF.ZS,"Insurance and financial services (% of service imports, BoP)",economy,PCT,Economy & Growth,2024,4.39608498593263
BM_GSR_MRCH_CD,BM.GSR.MRCH.CD,"Goods imports (BoP, current US$)",economy,USD,Economy & Growth,2024,12135894260.8496
BM_GSR_NFSV_CD,BM.GSR.NFSV.CD,"Service imports (BoP, current US$)",economy,USD,Economy & Growth,2024,2270480166.93539
BM_GSR_ROYL_CD,BM.GSR.ROYL.CD,"Charges for the use of intellectual property, payments (BoP, current US$)",economy,USD,Economy & Growth,2024,10417563.3908931
BM_GSR_TOTL_CD,BM.GSR.TOTL.CD,"Imports of goods, services and primary income (BoP, current US$)",economy,USD,Economy & Growth,2024,14659550123.9717
BM_GSR_TRAN_ZS,BM.GSR.TRAN.ZS,"Transport services (% of service imports, BoP)",economy,PCT,Economy & Growth,2024,20.1802882860495
BM_GSR_TRVL_ZS,BM.GSR.TRVL.ZS,"Travel services (% of service imports, BoP)",economy,PCT,Economy & Growth,2024,65.1804545066703
BM_TRF_PRVT_CD,BM.TRF.PRVT.CD,"Secondary income, other sectors, payments (BoP, current US$)",economy,USD,Economy & Growth,2024,54848526.9853027
BM_TRF_PWKR_CD_DT,BM.TRF.PWKR.CD.DT,"Personal remittances, paid (current US$)",economy,USD,Economy & Growth,2024,81687530.7216342
BN_CAB_XOKA_CD,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",economy,USD,Economy & Growth,2024,1679145881.89775
BN_CAB_XOKA_GD_ZS,BN.CAB.XOKA.GD.ZS,Current account balance (% of GDP),economy,PCT,Economy & Growth,2024,3.87803253239857
BN_FIN_TOTL_CD,BN.FIN.TOTL.CD,"Net financial account (BoP, current US$)",economy,USD,Economy & Growth,2024,2107477735.29519
BN_GSR_FCTY_CD,BN.GSR.FCTY.CD,"Net primary income (BoP, current US$)",economy,USD,Economy & Growth,2024,638463801.692049
BN_GSR_GNFS_CD,BN.GSR.GNFS.CD,"Net trade in goods and services (BoP, current US$)",economy,USD,Economy & Growth,2024,-10964564479.1191
BN_GSR_MRCH_CD,BN.GSR.MRCH.CD,"Net trade in goods (BoP, current US$)",economy,USD,Economy & Growth,2024,-10591217256.135
BN_KAC_EOMS_CD,BN.KAC.EOMS.CD,"Net errors and omissions (BoP, current US$)",economy,USD,Economy & Growth,2024,376046969.00941
BN_KLT_DINV_CD,BN.KLT.DINV.CD,"Foreign direct investment, net (BoP, current US$)",economy,USD,Economy & Growth,2024,-56900207.0648417
BN_RES_INCL_CD,BN.RES.INCL.CD,"Reserves and related items (BoP, current US$)",economy,USD,Economy & Growth,2024,3420467879.78274
BN_TRF_CURR_CD,BN.TRF.CURR.CD,"Net secondary income (BoP, current US$)",economy,USD,Economy & Growth,2024,12005246559.3248
BN_TRF_KOGT_CD,BN.TRF.KOGT.CD,"Net capital account (BoP, current US$)",economy,USD,Economy & Growth,2024,52284884.3880222
BX_GRT_EXTA_CD_WD,BX.GRT.EXTA.CD.WD,"Grants, excluding technical cooperation (BoP, current US$)",economy,USD,Economy & Growth,2023,488978785.0
BX_GRT_TECH_CD_WD,BX.GRT.TECH.CD.WD,"Technical cooperation grants (BoP, current US$)",economy,USD,Economy & Growth,2023,81130636.0
BX_GSR_CCIS_CD,BX.GSR.CCIS.CD,"ICT service exports (BoP, current US$)",economy,USD,Economy & Growth,2024,133762669.031971
BX_GSR_CCIS_ZS,BX.GSR.CCIS.ZS,"ICT service exports (% of service exports, BoP)",economy,PCT,Economy & Growth,2024,7.0507799391948
BX_GSR_CMCP_ZS,BX.GSR.CMCP.ZS,"Communications, computer, etc. (% of service exports, BoP)",economy,PCT,Economy & Growth,2024,45.6389638341697
BX_GSR_FCTY_CD,BX.GSR.FCTY.CD,"Primary income receipts (BoP, current US$)",economy,USD,Economy & Growth,2024,891639497.878783
BX_GSR_GNFS_CD,BX.GSR.GNFS.CD,"Exports of goods and services (BoP, current US$)",economy,USD,Economy & Growth,2024,3441809948.66586
BX_GSR_INSF_ZS,BX.GSR.INSF.ZS,"Insurance and financial services (% of service exports, BoP)",economy,PCT,Economy & Growth,2024,0.765434094992841
BX_GSR_MRCH_CD,BX.GSR.MRCH.CD,"Goods exports (BoP, current US$)",economy,USD,Economy & Growth,2024,1544677004.71462
BX_GSR_NFSV_CD,BX.GSR.NFSV.CD,"Service exports (BoP, current US$)",economy,USD,Economy & Growth,2024,1897132943.95125
BX_GSR_ROYL_CD,BX.GSR.ROYL.CD,"Charges for the use of intellectual property, receipts (BoP, current US$)",economy,USD,Economy & Growth,2024,1101577.41891279
BX_GSR_TOTL_CD,BX.GSR.TOTL.CD,"Exports of goods, services and primary income (BoP, current US$)",economy,USD,Economy & Growth,2024,4333449446.54465
BX_GSR_TRAN_ZS,BX.GSR.TRAN.ZS,"Transport services (% of service exports, BoP)",economy,PCT,Economy & Growth,2024,13.2174862452868
BX_GSR_TRVL_ZS,BX.GSR.TRVL.ZS,"Travel services (% of service exports, BoP)",economy,PCT,Economy & Growth,2024,33.2559926774472
BX_KLT_DINV_WD_GD_ZS,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",economy,PCT,Economy & Growth,2024,0.131412557108071
BX_TRF_CURR_CD,BX.TRF.CURR.CD,"Secondary income receipts (BoP, current US$)",economy,USD,Economy & Growth,2024,12060095086.3101
BX_TRF_PWKR_CD,BX.TRF.PWKR.CD,"Personal transfers, receipts (BoP, current US$)",economy,USD,Economy & Growth,2024,11074124639.8069
DC_DAC_AUSL_CD,DC.DAC.AUSL.CD,"Net bilateral aid flows from DAC donors, Australia (current US$)",economy,USD,Aid Effectiveness,2023,18359424.5910645
DC_DAC_AUTL_CD,DC.DAC.AUTL.CD,"Net bilateral aid flows from DAC donors, Austria (current US$)",economy,USD,Aid Effectiveness,2023,4298674.1065979
DC_DAC_BELL_CD,DC.DAC.BELL.CD,"Net bilateral aid flows from DAC donors, Belgium (current US$)",economy,USD,Aid Effectiveness,2023,339536.011219025
DC_DAC_CANL_CD,DC.DAC.CANL.CD,"Net bilateral aid flows from DAC donors, Canada (current US$)",economy,USD,Aid Effectiveness,2023,2453735.11314392
DC_DAC_CECL_CD,DC.DAC.CECL.CD,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",economy,USD,Aid Effectiveness,2023,49941131.5917969
DC_DAC_CHEL_CD,DC.DAC.CHEL.CD,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",economy,USD,Aid Effectiveness,2023,35297100.0671387
DC_DAC_CZEL_CD,DC.DAC.CZEL.CD,"Net bilateral aid flows from DAC donors, Czechia (current US$)",economy,USD,Aid Effectiveness,2022,190238.997340202
DC_DAC_DEUL_CD,DC.DAC.DEUL.CD,"Net bilateral aid flows from DAC donors, Germany (current US$)",economy,USD,Aid Effectiveness,2023,50924720.7641602
DC_DAC_DNKL_CD,DC.DAC.DNKL.CD,"Net bilateral aid flows from DAC donors, Denmark (current US$)",economy,USD,Aid Effectiveness,2023,2604059.93461609
DC_DAC_ESPL_CD,DC.DAC.ESPL.CD,"Net bilateral aid flows from DAC donors, Spain (current US$)",economy,USD,Aid Effectiveness,2023,164689.004421234
DC_DAC_ESTL_CD,DC.DAC.ESTL.CD,"Net bilateral aid flows from DAC donors, Estonia (current US$)",economy,USD,,2015,61009.0009868145
DC_DAC_FINL_CD,DC.DAC.FINL.CD,"Net bilateral aid flows from DAC donors, Finland (current US$)",economy,USD,Aid Effectiveness,2023,18656818.3898926
DC_DAC_FRAL_CD,DC.DAC.FRAL.CD,"Net bilateral aid flows from DAC donors, France (current US$)",economy,USD,Aid Effectiveness,2023,6789915.08483887
DC_DAC_GBRL_CD,DC.DAC.GBRL.CD,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",economy,USD,Aid Effectiveness,2023,47675041.1987305
DC_DAC_GRCL_CD,DC.DAC.GRCL.CD,"Net bilateral aid flows from DAC donors, Greece (current US$)",economy,USD,Aid Effectiveness,2022,1051.99997778982
DC_DAC_HUNL_CD,DC.DAC.HUNL.CD,"Net bilateral aid flows from DAC donors, Hungary (current US$)",economy,USD,Aid Effectiveness,2021,350811.988115311
DC_DAC_IRLL_CD,DC.DAC.IRLL.CD,"Net bilateral aid flows from DAC donors, Ireland (current US$)",economy,USD,Aid Effectiveness,2023,802834.987640381
DC_DAC_ISLL_CD,DC.DAC.ISLL.CD,"Net bilateral aid flows from DAC donors, Iceland (current US$)",economy,USD,Aid Effectiveness,2015,300000.011920929
DC_DAC_ITAL_CD,DC.DAC.ITAL.CD,"Net bilateral aid flows from DAC donors, Italy (current US$)",economy,USD,Aid Effectiveness,2023,1183282.97138214
DC_DAC_JPNL_CD,DC.DAC.JPNL.CD,"Net bilateral aid flows from DAC donors, Japan (current US$)",economy,USD,Aid Effectiveness,2023,65435684.2041016
DC_DAC_KORL_CD,DC.DAC.KORL.CD,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",economy,USD,Aid Effectiveness,2023,12405343.0557251
DC_DAC_LTUL_CD,DC.DAC.LTUL.CD,"Net bilateral aid flows from DAC donors, Lithuania (current US$)",economy,USD,,2022,5173.99981617928
DC_DAC_LUXL_CD,DC.DAC.LUXL.CD,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",economy,USD,Aid Effectiveness,2023,1933012.96234131
DC_DAC_NLDL_CD,DC.DAC.NLDL.CD,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",economy,USD,Aid Effectiveness,2019,53801.9984960556
DC_DAC_NORL_CD,DC.DAC.NORL.CD,"Net bilateral aid flows from DAC donors, Norway (current US$)",economy,USD,Aid Effectiveness,2023,33098857.8796387
DC_DAC_NZLL_CD,DC.DAC.NZLL.CD,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",economy,USD,Aid Effectiveness,2023,246834.993362427
DC_DAC_POLL_CD,DC.DAC.POLL.CD,"Net bilateral aid flows from DAC donors, Poland (current US$)",economy,USD,Aid Effectiveness,2023,122997.999191284
DC_DAC_PRTL_CD,DC.DAC.PRTL.CD,"Net bilateral aid flows from DAC donors, Portugal (current US$)",economy,USD,Aid Effectiveness,2023,52273.9998996258
DC_DAC_SVKL_CD,DC.DAC.SVKL.CD,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",economy,USD,Aid Effectiveness,2019,35829.9985527992
DC_DAC_SVNL_CD,DC.DAC.SVNL.CD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",economy,USD,Aid Effectiveness,2022,42064.9982988834
DC_DAC_SWEL_CD,DC.DAC.SWEL.CD,"Net bilateral aid flows from DAC donors, Sweden (current US$)",economy,USD,Aid Effectiveness,2023,6246785.16387939
DC_DAC_TOTL_CD,DC.DAC.TOTL.CD,"Net bilateral aid flows from DAC donors, Total (current US$)",economy,USD,Aid Effectiveness,2023,498034188.400954
DC_DAC_USAL_CD,DC.DAC.USAL.CD,"Net bilateral aid flows from DAC donors, United States (current US$)",economy,USD,Aid Effectiveness,2023,139001434.326172
DT_DOD_DECT_CD,DT.DOD.DECT.CD,"External debt stocks, total (DOD, current US$)",economy,USD,Economy & Growth,2024,10152157325.7
DT_DOD_DECT_GN_ZS,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),economy,PCT,Economy & Growth,2024,23.2748414884129
DT_DOD_DIMF_CD,DT.DOD.DIMF.CD,"Use of IMF credit (DOD, current US$)",economy,USD,External Debt,2024,744414391.4
DT_DOD_DLXF_CD,DT.DOD.DLXF.CD,"External debt stocks, long-term (DOD, current US$)",economy,USD,External Debt,2024,8984861934.3
DT_DOD_DPNG_CD,DT.DOD.DPNG.CD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",economy,USD,External Debt,2024,114035000.0
DT_DOD_DPPG_CD,DT.DOD.DPPG.CD,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",economy,USD,External Debt,2024,8870826934.3
DT_DOD_DSTC_CD,DT.DOD.DSTC.CD,"External debt stocks, short-term (DOD, current US$)",economy,USD,External Debt,2024,422881000.0
DT_DOD_DSTC_IR_ZS,DT.DOD.DSTC.IR.ZS,Short-term debt (% of total reserves),economy,PCT,Economy & Growth,2024,2.66856083912358
DT_DOD_DSTC_XP_ZS,DT.DOD.DSTC.XP.ZS,"Short-term debt (% of exports of goods, services and primary income)",economy,PCT,Economy & Growth,2024,9.75853082438038
DT_DOD_DSTC_ZS,DT.DOD.DSTC.ZS,Short-term debt (% of total external debt),economy,PCT,External Debt,2024,4.1654
DT_DOD_MIDA_CD,DT.DOD.MIDA.CD,"PPG, IDA (DOD, current US$)",economy,USD,External Debt,2024,4531123000.0
DT_DOD_MWBG_CD,DT.DOD.MWBG.CD,"IBRD loans and IDA credits (DOD, current US$)",economy,USD,External Debt,2024,4531123000.0
DT_DOD_PVLX_CD,DT.DOD.PVLX.CD,Present value of external debt (current US$),economy,USD,Economy & Growth,2024,5653726173.6
DT_DOD_PVLX_EX_ZS,DT.DOD.PVLX.EX.ZS,"Present value of external debt (% of exports of goods, services and primary income)",economy,PCT,Economy & Growth,2024,130.467108079777
DT_DOD_PVLX_GN_ZS,DT.DOD.PVLX.GN.ZS,Present value of external debt (% of GNI),economy,PCT,Economy & Growth,2024,12.9617357461861
DT_NFL_BLAT_CD,DT.NFL.BLAT.CD,"Net financial flows, bilateral (NFL, current US$)",economy,USD,External Debt,2024,-48870017.6
DT_NFL_CERF_CD,DT.NFL.CERF.CD,"Net official flows from UN agencies, CERF (current US$)",economy,USD,,2022,3186000.10871887
DT_NFL_DPNG_CD,DT.NFL.DPNG.CD,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",economy,USD,External Debt,2024,-99087000.0
DT_NFL_FAOG_CD,DT.NFL.FAOG.CD,"Net official flows from UN agencies, FAO (current US$)",economy,USD,Aid Effectiveness,2023,877286.016941071
DT_NFL_IAEA_CD,DT.NFL.IAEA.CD,"Net official flows from UN agencies, IAEA (current US$)",economy,USD,Aid Effectiveness,2023,1521196.00772858
DT_NFL_IFAD_CD,DT.NFL.IFAD.CD,"Net official flows from UN agencies, IFAD (current US$)",economy,USD,Aid Effectiveness,2023,5975659.84725952
DT_NFL_ILOG_CD,DT.NFL.ILOG.CD,"Net official flows from UN agencies, ILO (current US$)",economy,USD,Aid Effectiveness,2023,2284620.0466156
DT_NFL_IMFN_CD,DT.NFL.IMFN.CD,"Net financial flows, IMF nonconcessional (NFL, current US$)",economy,USD,External Debt,2024,32220048.2
DT_NFL_MIDA_CD,DT.NFL.MIDA.CD,"Net financial flows, IDA (NFL, current US$)",economy,USD,External Debt,2024,289551000.0
DT_NFL_MLAT_CD,DT.NFL.MLAT.CD,"Net financial flows, multilateral (NFL, current US$)",economy,USD,External Debt,2024,533200000.0
DT_NFL_MOTH_CD,DT.NFL.MOTH.CD,"Net financial flows, others (NFL, current US$)",economy,USD,External Debt,2024,43939064.6
DT_NFL_NIFC_CD,DT.NFL.NIFC.CD,"IFC, private nonguaranteed (NFL, US$)",economy,USD,External Debt,2024,35165115.57
DT_NFL_OFFT_CD,DT.NFL.OFFT.CD,"PPG, official creditors (NFL, US$)",economy,USD,External Debt,2024,484330047.0
DT_NFL_PCBK_CD,DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)",economy,USD,External Debt,2024,-129000.0
DT_NFL_PCBO_CD,DT.NFL.PCBO.CD,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",economy,USD,External Debt,2024,-99216000.0
DT_NFL_PNGC_CD,DT.NFL.PNGC.CD,"PNG, commercial banks and other creditors (NFL, current US$)",economy,USD,External Debt,2024,-99087000.0
DT_NFL_PROP_CD,DT.NFL.PROP.CD,"PPG, other private creditors (NFL, current US$)",economy,USD,External Debt,2007,-22000.0
DT_NFL_PRVT_CD,DT.NFL.PRVT.CD,"PPG, private creditors (NFL, US$)",economy,USD,External Debt,2024,-129000.0
DT_NFL_RDBC_CD,DT.NFL.RDBC.CD,"Net financial flows, RDB concessional (NFL, current US$)",economy,USD,External Debt,2024,187762000.0
DT_NFL_SDGF_CD,DT.NFL.SDGF.CD,"Net official flows from UN agencies, SDGFUND (current US$)",economy,USD,,2022,749993.979930878
DT_NFL_SPRP_CD,DT.NFL.SPRP.CD,"Net official flows from UN agencies, SPRP (current US$)",economy,USD,,2023,100000.001490116
DT_NFL_UNAI_CD,DT.NFL.UNAI.CD,"Net official flows from UN agencies, UNAIDS (current US$)",economy,USD,Aid Effectiveness,2023,275788.009166718
DT_NFL_UNCD_CD,DT.NFL.UNCD.CD,"Net official flows from UN agencies, UNCDF (current US$)",economy,USD,,2023,5288.99999335408
DT_NFL_UNCF_CD,DT.NFL.UNCF.CD,"Net official flows from UN agencies, UNICEF (current US$)",economy,USD,Aid Effectiveness,2023,7024000.16784668
DT_NFL_UNCR_CD,DT.NFL.UNCR.CD,"Net official flows from UN agencies, UNHCR (current US$)",economy,USD,Aid Effectiveness,2023,2023600.10147095
DT_NFL_UNCV_CD,DT.NFL.UNCV.CD,"Net official flows from UN agencies, UNCOVID (current US$)",economy,USD,,2021,-23870.000615716
DT_NFL_UNDP_CD,DT.NFL.UNDP.CD,"Net official flows from UN agencies, UNDP (current US$)",economy,USD,Aid Effectiveness,2022,6597064.97192383
DT_NFL_UNFP_CD,DT.NFL.UNFP.CD,"Net official flows from UN agencies, UNFPA (current US$)",economy,USD,Aid Effectiveness,2023,3822730.06439209
DT_NFL_UNPB_CD,DT.NFL.UNPB.CD,"Net official flows from UN agencies, UNPBF (current US$)",economy,USD,Aid Effectiveness,2021,-7699.99995827675
DT_NFL_UNTA_CD,DT.NFL.UNTA.CD,"Net official flows from UN agencies, UNTA (current US$)",economy,USD,Aid Effectiveness,2008,1139999.98569489
DT_NFL_UNWN_CD,DT.NFL.UNWN.CD,"Net official flows from UN agencies, UNWOMEN (current US$)",economy,USD,,2023,1037950.03890991
DT_NFL_WFPG_CD,DT.NFL.WFPG.CD,"Net official flows from UN agencies, WFP (current US$)",economy,USD,Aid Effectiveness,2023,1410642.02785492
DT_NFL_WHOL_CD,DT.NFL.WHOL.CD,"Net official flows from UN agencies, WHO (current US$)",economy,USD,Aid Effectiveness,2023,6066505.90896606
DT_NFL_WITC_CD,DT.NFL.WITC.CD,"Net official flows from UN agencies, WTO-ITC (current US$)",economy,USD,,2021,111804.001033306
DT_ODA_ALLD_CD,DT.ODA.ALLD.CD,Net official development assistance and official aid received (current US$),economy,USD,Aid Effectiveness,2023,1173136840.82031
DT_ODA_ALLD_KD,DT.ODA.ALLD.KD,Net official development assistance and official aid received (constant 2023 US$),economy,USD,Aid Effectiveness,2023,1173136840.82031
DT_ODA_ODAT_CD,DT.ODA.ODAT.CD,Net official development assistance received (current US$),economy,USD,Aid Effectiveness,2023,1173136840.82031
DT_ODA_ODAT_GI_ZS,DT.ODA.ODAT.GI.ZS,Net ODA received (% of gross capital formation),economy,PCT,Aid Effectiveness,2023,9.17475146346866
DT_ODA_ODAT_GN_ZS,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),economy,PCT,Aid Effectiveness,2023,2.8244497931494
DT_ODA_ODAT_KD,DT.ODA.ODAT.KD,Net official development assistance received (constant 2023 US$),economy,USD,Aid Effectiveness,2023,1173136840.82031
DT_ODA_ODAT_MP_ZS,DT.ODA.ODAT.MP.ZS,"Net ODA received (% of imports of goods, services and primary income)",economy,PCT,Aid Effectiveness,2023,8.17568980408999
DT_ODA_ODAT_PC_ZS,DT.ODA.ODAT.PC.ZS,Net ODA received per capita (current US$),economy,USD,Aid Effectiveness,2023,39.5067213475248
DT_ODA_ODAT_XP_ZS,DT.ODA.ODAT.XP.ZS,Net ODA received (% of central government expense),economy,PCT,Aid Effectiveness,2021,22.2857957297705
DT_TDS_DECT_CD,DT.TDS.DECT.CD,"Debt service on external debt, total (TDS, current US$)",economy,USD,External Debt,2024,536987093.3
DT_TDS_DECT_EX_ZS,DT.TDS.DECT.EX.ZS,"Total debt service (% of exports of goods, services and primary income)",economy,PCT,Economy & Growth,2024,12.3916778046586
DT_TDS_DECT_GN_ZS,DT.TDS.DECT.GN.ZS,Total debt service (% of GNI),economy,PCT,Economy & Growth,2024,1.22025859129943
DT_TDS_DIMF_CD,DT.TDS.DIMF.CD,"IMF repurchases and charges (TDS, current US$)",economy,USD,External Debt,2024,20629061.8
DT_TDS_DPPF_XP_ZS,DT.TDS.DPPF.XP.ZS,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",economy,PCT,External Debt,2024,9.33429819107578
DT_TDS_DPPG_CD,DT.TDS.DPPG.CD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",economy,USD,External Debt,2024,383868031.5
DT_TDS_DPPG_GN_ZS,DT.TDS.DPPG.GN.ZS,Public and publicly guaranteed debt service (% of GNI),economy,PCT,External Debt,2024,0.872308234606639
DT_TDS_DPPG_XP_ZS,DT.TDS.DPPG.XP.ZS,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",economy,PCT,External Debt,2024,8.858255674497
DT_TDS_MLAT_CD,DT.TDS.MLAT.CD,"Multilateral debt service (TDS, current US$)",economy,USD,External Debt,2024,308517390.7
DT_TDS_MLAT_PG_ZS,DT.TDS.MLAT.PG.ZS,Multilateral debt service (% of public and publicly guaranteed debt service),economy,PCT,External Debt,2024,80.3706913270271
EN_POP_SLUM_UR_ZS,EN.POP.SLUM.UR.ZS,Population living in slums (% of urban population),economy,PCT,Poverty,2022,40.05521
ER_H2O_FWDM_ZS,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",economy,PCT,Infrastructure,2022,1.554158638
ER_H2O_FWIN_ZS,ER.H2O.FWIN.ZS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",economy,PCT,Infrastructure,2022,0.310621137
ER_H2O_INTR_K3,ER.H2O.INTR.K3,"Renewable internal freshwater resources, total (billion cubic meters)",economy,BILLION_M3,Infrastructure,2022,198.2
