content_id,category,title_ne,title_en,published_date_raw,bs_date_guess,pdf_url,sha256,retrieved_at
462,whitebook,Source Book: White Book FY 2065/2066,,"साउन ६, २०७०, सोमबार ०:०",2070-04-06,https://giwmscdnone.gov.np/media/pdf_upload/Source%20Book%20White%20Book%20FY%202065-2066_pdhwcnt.pdf,e5abe229cb2a05df5f1500eca05e859a44a253c4626bf0d4d8e399943da3fd09,2026-09-03T16:50:03.532847+00:00
463,whitebook,Source Book: White Book FY 2066/2067,,"साउन ६, २०७०, सोमबार ०:०",2070-04-06,https://giwmscdnone.gov.np/media/pdf_upload/Source%20Book%20White%20Book%20FY%202066-2067_rs9xxm2.pdf,f4d5275030705fa4c87ff0e23ac96e7f0ead8e7f7a573e3fa4fd6d088739dfd0,2026-09-03T16:50:06.209055+00:00
464,whitebook,Source Book: White Book FY 2067/2068,,"साउन ६, २०७०, सोमबार ०:०",2070-04-06,https://giwmscdnone.gov.np/media/pdf_upload/Source%20Book%20White%20Book%20FY%202067-2068_uruiozk.pdf,bf784a43fd098cb644e90ef0cec424a12e66a7989ceb53418170ada9022dd3be,2026-09-03T16:50:09.019467+00:00
466,whitebook,आर्थिक बर्ष २०६२ / ६३ को वैदेशिक सहायता आयोजनाहरुको स्रोत पुस्तिका,,"साउन ४, २०७०, शनिबार ०:०",2070-04-04,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BF%E0%A4%95%20%E0%A4%AC%E0%A4%B0%E0%A5%8D%E0%A4%B7%20%E0%A5%A8%E0%A5%A6%E0%A5%AC%E0%A5%A8%20-%20%E0%A5%AC%E0%A5%A9%20%E0%A4%95%E0%A5%8B%20%E0%A4%B5%E0%A5%88%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%95%20%E0%A4%B8%E0%A4%B9%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A4%BE%20%E0%A4%86%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%A8%E0%A4%BE%E0%A4%B9%E0%A4%B0%E0%A5%81%E0%A4%95%E0%A5%8B%20%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%A4%20%E0%A4%AA%E0%A5%81%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%95%E0%A4%BE_rjsmftf.pdf,c970d37414434156b30ba978294549cb50f1d97e1ddf9e337fc8db23c0de3e7d,2026-09-03T16:50:14.620648+00:00
467,whitebook,आर्थिक बर्ष २०७० / ७१ को वैदेशिक सहायता आयोजनाहरुको स्रोत पुस्तिका,,"साउन २७, २०७०, सोमबार ०:०",2070-04-27,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BF%E0%A4%95%20%E0%A4%AC%E0%A4%B0%E0%A5%8D%E0%A4%B7%20%E0%A5%A8%E0%A5%A6%E0%A5%AD%E0%A5%A6%20-%20%E0%A5%AD%E0%A5%A7%20%E0%A4%95%E0%A5%8B%20%E0%A4%B5%E0%A5%88%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%95%20%E0%A4%B8%E0%A4%B9%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A4%BE%20%E0%A4%86%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%A8%E0%A4%BE%E0%A4%B9%E0%A4%B0%E0%A5%81%E0%A4%95%E0%A5%8B%20%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%A4%20%E0%A4%AA%E0%A5%81%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%95%E0%A4%BE_hlihgjf.pdf,1c683061a4dbdf667f0828fe567e132e6778d38c4b80651fe54e930599cd88aa,2026-09-03T16:49:58.152760+00:00
468,whitebook,आर्थिक बर्ष २०६४ / ६५ को वैदेशिक सहायता आयोजनाहरुको स्रोत पुस्तिका,,"साउन ४, २०७०, शनिबार ०:०",2070-04-04,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BF%E0%A4%95%20%E0%A4%AC%E0%A4%B0%E0%A5%8D%E0%A4%B7%20%E0%A5%A8%E0%A5%A6%E0%A5%AC%E0%A5%AA%20-%20%E0%A5%AC%E0%A5%AB%20%E0%A4%95%E0%A5%8B%20%E0%A4%B5%E0%A5%88%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%95%20%E0%A4%B8%E0%A4%B9%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A4%BE%20%E0%A4%86%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%A8%E0%A4%BE%E0%A4%B9%E0%A4%B0%E0%A5%81%E0%A4%95%E0%A5%8B%20%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%A4%20%E0%A4%AA%E0%A5%81%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%95%E0%A4%BE_aaji14t.pdf,0fe2c7746988e2a33c1716a1903acfac63a57688f92d5e01fe2393e29a61e9ea,2026-09-03T16:50:17.273056+00:00
478,bulletin,अर्थ बुलेटिन २०८१-८२ को अर्धवार्षिक तथ्यांकमा आधारित,,"फागुन १५, २०८१, बिहिबार १२:४",2081-11-15,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%85%E0%A4%B0%E0%A5%8D%E0%A4%A5%20%E0%A4%AC%E0%A5%81%E0%A4%B2%E0%A5%87%E0%A4%9F%E0%A4%BF%E0%A4%A8%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A7-%E0%A5%AE%E0%A5%A8%20%E0%A4%95%E0%A5%8B%20%E0%A4%85%E0%A4%B0%E0%A5%8D%E0%A4%A7%E0%A4%B5%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%B7%E0%A4%BF%E0%A4%95%20%E0%A4%A4%E0%A4%A5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%82%E0%A4%95%E0%A4%AE%E0%A4%BE%20%E0%A4%86%E0%A4%A7%E0%A4%BE%E0%A4%B0%E0%A4%BF%E0%A4%A4_e1jmc0g.pdf,d08b6c789b5cfb90e43b200a2c8d40b0cf52c761c6a3e41e0d4102d824040dcc,2026-09-03T16:45:47.638121+00:00
618,inter-government-financial-transfer,आ.व. २०८०/८१ को लागि गण्डकी प्रदेशलाई अन्तर सरकारी वित्तीय हस्तान्तरण कार्यान्वयन सम्बन्धी व्यवस्था र मार्गदर्शन।,,"साउन ११, २०८०, शुक्रबार ०:०",2080-04-11,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%86.%E0%A4%B5.%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A6-%E0%A5%AE%E0%A5%A7%20%E0%A4%95%E0%A5%8B%20%E0%A4%B2%E0%A4%BE%E0%A4%97%E0%A4%BF%20%E0%A4%97%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A4%95%E0%A5%80%20%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%B2%E0%A4%BE%E0%A4%88%20%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%20%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%AF%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3_fqdmj8l.pdf,2b53f2212af5d4283d1b8b2bcbcd521b849d8c433194941db9bb4810739fbd59,2026-09-03T17:02:17.626106+00:00
619,inter-government-financial-transfer,आ.व. २०८०/८१ को लागि लुम्बिनी प्रदेशलाई अन्तर सरकारी वित्तीय हस्तान्तरण कार्यान्वयन सम्बन्धी व्यवस्था र मार्गदर्शन।,,"साउन ११, २०८०, शुक्रबार ०:०",2080-04-11,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%86.%E0%A4%B5.%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A6-%E0%A5%AE%E0%A5%A7%20%E0%A4%95%E0%A5%8B%20%E0%A4%B2%E0%A4%BE%E0%A4%97%E0%A4%BF%20%E0%A4%B2%E0%A5%81%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%BF%E0%A4%A8%E0%A5%80%20%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%B2%E0%A4%BE%E0%A4%88%20%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%20%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%AF%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3_ple2afi.pdf,74b46137099923b13ab338ed552e7ae943ba3535310f73622cce66b900184d33,2026-09-03T17:02:20.984254+00:00
620,inter-government-financial-transfer,आ.व. २०८०/८१ को लागि कर्णाली प्रदेशलाई अन्तर सरकारी वित्तीय हस्तान्तरण कार्यान्वयन सम्बन्धी व्यवस्था र मार्गदर्शन।,,"साउन ११, २०८०, शुक्रबार ०:०",2080-04-11,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%86.%E0%A4%B5.%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A6-%E0%A5%AE%E0%A5%A7%20%E0%A4%95%E0%A5%8B%20%E0%A4%B2%E0%A4%BE%E0%A4%97%E0%A4%BF%20%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%BE%E0%A4%B2%E0%A5%80%20%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%B2%E0%A4%BE%E0%A4%88%20%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%20%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%AF%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3_ghcg27d.pdf,ec1befaebfd65b1ff13acd901dc834a2e743c42121c4c84d6d83ac8edf7fa0dc,2026-09-03T17:02:24.082219+00:00
621,inter-government-financial-transfer,आ.व. २०८०/८१ को लागि सुदुरपश्चिम प्रदेशलाई अन्तर सरकारी वित्तीय हस्तान्तरण कार्यान्वयन सम्बन्धी व्यवस्था र मार्गदर्शन।,,"साउन ११, २०८०, शुक्रबार ०:०",2080-04-11,https://giwmscdnone.gov.np/media/pdf_upload/Sudurpaschim%20Pradesh%20%20margadarsan%202080_a5cemku.pdf,3085c492adbb8dbf7ace2cecf2a7593864033493fe8dcad9e9c37566a0034b47,2026-09-03T17:02:30.531140+00:00
622,inter-government-financial-transfer,अन्तर सरकारी वित्तीय हस्तान्तरण २०८०/८१,,"जेठ १५, २०८०, मंगलबार ०:०",2080-02-15,https://giwmscdnone.gov.np/media/pdf_upload/1685431681_Fiscal%20Transfer%202080_wo3vvdq.pdf,690e8d9854e0382f6dcc4789cc741a9b1c1c6738496b3457c278094ff39c7e12,2026-09-03T17:02:33.438846+00:00
623,inter-government-financial-transfer,आर्थिक वर्ष २०७९।८० को लागि स्थानीय तहलाई अन्तर सरकारी वित्तीय हस्तान्तरण सम्बन्धी व्यवस्था र मार्गदर्शन ।,,"साउन १८, २०७९, बिहिबार ०:०",2079-04-18,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BF%E0%A4%95%20%E0%A4%B5%E0%A4%B0%E0%A5%8D%E0%A4%B7%20%E0%A5%A8%E0%A5%A6%E0%A5%AD%E0%A5%AF%E0%A5%A4%E0%A5%AE%E0%A5%A6%20%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%20%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%AF%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3%20%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A5%80%20%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%20%E0%A4%B0%20%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%B6%E0%A4%A8%20%E0%A5%A4_o4cxf4d.pdf,2ce772d31afaa99a17030cd8cb17c4fb5b81a27269187adcc8b941b0e9aa2793,2026-09-03T17:02:36.129229+00:00
624,inter-government-financial-transfer,आर्थिक वर्ष २०७९।८० को लागि प्रदेश तहलाई अन्तर सरकारी वित्तीय हस्तान्तरण सम्बन्धी व्यवस्था र मार्गदर्शन ।,,"साउन ७, २०७९, आइतबार ०:०",2079-04-07,https://giwmscdnone.gov.np/media/pdf_upload/1660456603_Province_Guidlines_Budget_qi4exrc.pdf,ce33506fc40871a62c80b172514711cef23c157134c3e331781fbe0f8be83570,2026-09-03T17:03:48.723097+00:00
625,inter-government-financial-transfer,अन्तर सरकारी वित्तीय हस्तान्तरण २०७९/८०,,"जेठ १४, २०७९, आइतबार ०:०",2079-02-14,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%20%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%AF%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3%20%E0%A5%A8%E0%A5%A6%E0%A5%AD%E0%A5%AF-%E0%A5%AE%E0%A5%A6_evp65cw.pdf,3aa11f8626b43859ebf7b270544024e96286e6e338d29ed24910582f64541074,2026-09-03T17:03:53.322763+00:00
626,inter-government-financial-transfer,नेपाल सरकारको आय र व्ययको बार्षिक विवरण आर्थिक वर्ष २०७७-७८ (मूल आर्थिक विवरण - भाग १),,"माघ ८, २०७८, आइतबार ०:०",2078-10-08,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2%20%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%20%E0%A4%86%E0%A4%AF%20%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%AF%202077-78_sseqpyk.pdf,8df9e0baf1c2d2f27f3575bdfe521f25bb5c4fd4e90834a082902dcda318b8a5,2026-09-03T17:03:56.179243+00:00
627,inter-government-financial-transfer,अन्तर सरकारी वित्तिय हस्तान्तरण २०७८/७९,,"जेठ १५, २०७८, आइतबार ०:०",2078-02-15,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%20%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AF%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3%20%E0%A5%A8%E0%A5%A6%E0%A5%AD%E0%A5%AE-%E0%A5%AD%E0%A5%AF_8owxxeg.pdf,a1bc94d0ec1b138bae10c165bd0e853a390f3792aed29615c18b66eb39aa7b52,2026-09-03T17:03:59.685521+00:00
628,inter-government-financial-transfer,अन्तर सरकारी वित्तिय हस्तान्तरण २०७७/७८,,"जेठ १५, २०७७, शुक्रबार ०:०",2077-02-15,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%85%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%20%E0%A4%B8%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AF%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3%20%E0%A5%A8%E0%A5%A6%E0%A5%AD%E0%A5%AD-%E0%A5%AD%E0%A5%AE_ewgyiwf.pdf,a35cb1ad36b037df21e44d1828465ebb0fd706badcc7e3db83f2118d93a9f90c,2026-09-03T17:04:03.705339+00:00
1156,redbook,व्यय अनुमानको विवरण २०७७/७८,,"जेठ १५, २०७७, शुक्रबार ०:०",2077-02-15,https://giwmscdnone.gov.np/media/pdf_upload/Redbook%202077%20Website_20201129075335_onafyha.pdf,fded91e92114593c730911d61df1019a0c1e4e5bd95936c143447d30f6a1588b,2026-09-03T16:48:57.074093+00:00
1161,bulletin,Economic Bulletine (Magh 2081),,"चैत ६, २०८१, बुधबार १४:२४",2081-12-06,https://giwmscdnone.gov.np/media/pdf_upload/Magh%202081%20Economic%20Bulletin_szg2rox.pdf,577c051ed6ba30a2856a2729abb66bdffc47eb29f47c4e320e229e97840b2f15,2026-09-03T16:45:44.682425+00:00
1499,bulletin,अर्थ बुलेटिन फाल्गुण,,"बैशाख १२, २०८२, शुक्रबार १५:३२",2082-01-12,https://giwmscdnone.gov.np/media/pdf_upload/fagun%20bulletin_pcwhgil.pdf,35c21dacdcd0e1dd9eb30621798f533838ad645e13c119b05fe8745aac015e53,2026-09-03T16:45:42.119759+00:00
1520,economic-survey,आर्थिक सर्वेक्षण २०८१/८२,,"१५ जेठ, २०८२",2082-02-15,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BF%E0%A4%95%20%E0%A4%B8%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A5%87%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A3%202081-82_ksjdgmv.pdf,a9032cfa95975db6e895c5937ed690556c616fbcee9d0759082194cc2b0fbcb8,2026-09-03T16:46:10.828263+00:00
1521,yellowbook,सार्वजनिक संस्थानको वार्षिक स्थिति समीक्षा २०८२,,"जेठ १५, २०८२, बिहिबार १४:४६",2082-02-15,https://giwmscdnone.gov.np/media/pdf_upload/Webiste%20Uploaded%20Yellow_sdwyi9v.pdf,ccbee7988e08e1921697a4b16db6f970010ed36918cf6b942443d9eb1f0ccea8,2026-09-03T16:50:25.975639+00:00
1523,budget-speech,बजेट वक्तव्य २०८२/८३,,"जेठ १५, २०८२, बिहिबार १७:४८",2082-02-15,https://giwmscdnone.gov.np/media/pdf_upload/Webside%20Final%20budget%20Speech%202_15_qbn3jyt.pdf,82c740c061982b607d7256cfa2cfcce0549a7fc50dd5d8f8c8250b4bc5e58e2c,2026-09-03T16:47:43.590753+00:00
1526,inter-government-financial-transfer,अन्तर सरकारी वित्तीय हस्तान्तरण २०८२/८३,,"जेठ १९, २०८२, सोमबार ११:१४",2082-02-19,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%B5%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%AF%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3_s19ud4v.pdf,b11223de5c980e4365276d2e9b74402e4131977e2f7f7f044c02f7d3dcb6d91f,2026-09-03T17:01:57.034594+00:00
1539,bulletin,अर्थ बुलेटिन चैत्र,,"असार १६, २०८२, सोमबार १७:१८",2082-03-16,https://giwmscdnone.gov.np/media/pdf_upload/chait%20bulletin_eucprze.pdf,568aea84717cb0700455e57f84b63e9e193ee0acb5dacc55323f9e6db9e9de20,2026-09-03T16:45:39.500861+00:00
1548,budget-speech,Budget Speech (English) 2025/26,,"असार २९, २०८२, आइतबार २२:११",2082-03-29,https://giwmscdnone.gov.np/media/pdf_upload/Budget%20Translation_2082-2083_nzrwuof.pdf,f72b4f4617c467f018fa22925f77105b957800df2112b3d4c5e01b95a5d8f7c7,2026-09-03T16:47:41.016025+00:00
1592,bulletin,अर्थ बुलेटिन जेठ,,"भदौ १२, २०८२, बिहिबार १३:२५",2082-05-12,https://giwmscdnone.gov.np/media/pdf_upload/jeth%20bulletin_kfm5dso.pdf,41a82e927005e8735cf865c9e8898351766229f588290a463343824413aceee8,2026-09-03T16:45:36.896476+00:00
1633,bulletin,अर्थ बुलेटिन (आर्थिक वर्ष 2081/82 को वार्षिक तथ्याङ्कमा आधारित),,"असोज २६, २०८२, आइतबार १५:१३",2082-06-26,https://giwmscdnone.gov.np/media/pdf_upload/Annual%20Bulletin%202082%20Very%20Final_r6uzhvi.pdf,3f3d9952715d932ddf237f928550becf3bf764edba38d5c782b658b81bd88530,2026-09-03T16:45:34.073472+00:00
1637,bulletin,"अर्थ बुलेटिन, साउन अंक (२०८२)",,"कात्तिक २, २०८२, आइतबार ११:३३",2082-07-02,https://giwmscdnone.gov.np/media/pdf_upload/saun%20bulletin%202082%20Final%20Updated_h3itjud.pdf,0382426b4777bad0c3537a7e368d57c7fb3927eac60b5349e506fd4b8c361615,2026-09-03T16:45:31.550481+00:00
1655,bulletin,"अर्थ बुलेटिन, असोज अंक (२०८२)",,"मंसिर १४, २०८२, आइतबार ११:१२",2082-08-14,https://giwmscdnone.gov.np/media/pdf_upload/asoj%20bulletin_nbqjebz.pdf,e00835b3c88c6b08caaa30d3cdbde5d203c0727d96b6dd88cbed6189768bf1c0,2026-09-03T16:45:26.231124+00:00
1659,bulletin,"अर्थ बुलेटिन, भदौ अंक (२०८२)",,"मंसिर ५, २०८२, शुक्रबार १०:४८",2082-08-05,https://giwmscdnone.gov.np/media/pdf_upload/%E0%A4%AD%E0%A4%A6%E0%A5%8C%20%E0%A4%AE%E0%A4%B9%E0%A4%BF%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A5%8B%20%E0%A4%85%E0%A4%B0%E0%A5%8D%E0%A4%A5%20%E0%A4%AC%E0%A5%81%E0%A4%B2%E0%A5%87%E0%A4%9F%E0%A4%BF%E0%A4%A8%20(1)_k7byoso.pdf,638d48ddf448795c779fd4e6208cf9c9f0f55c7ef32220ccb9342c7643887311,2026-09-03T16:45:28.911445+00:00
1674,bulletin,"अर्थ बुलेटिन, कार्तिक अंक (२०८२)",,"पुष १६, २०८२, बुधबार २१:१२",2082-09-16,https://giwmscdnone.gov.np/media/pdf_upload/kattik%20bulletin%20for%20website%20publication_szckkkz.pdf,aa743ad5a16824b871a5c5f83ba0f89bce4fe0b470f5f079008a842941e266b9,2026-09-03T16:45:23.451597+00:00
1687,half-yearly-elemental-assessment,आर्थिक वर्ष २०८२/८३ को बजेटको अर्धवार्षिक मूल्याङ्कन प्रतिवेदन,,"२७ माघ, २०८२",2082-10-27,https://giwmscdnone.gov.np/media/pdf_upload/MOF-Mid%20Term%20Inside%202082-83%20Book%20for%20WEB_xfmonfr.pdf,32923f2596e1c6da55cf162c1958b6d7eab3c57bae1134e732235b8c02b1b4ed,2026-09-03T17:04:06.869843+00:00
1698,bulletin,"अर्थ बुलेटिन, पुष अंक (अर्धवार्षिक तथ्याङ्कमा आधारित ,२०८२)",,"चैत ५, २०८२, बिहिबार ९:५४",2082-12-05,https://giwmscdnone.gov.np/media/pdf_upload/___________%20_______%20____-_____-_%20(1)_j08nbr7.pdf,81b8ebd30f5ecca68b0433534092a3c98cd6361e1838a2a482e79dd494a72924,2026-09-03T16:45:17.839716+00:00
1738,economic-survey,आर्थिक सर्वेक्षण २०८२/८३,,"१३ जेठ, २०८३",2083-02-13,https://giwmscdnone.gov.np/media/pdf_upload/Economic%20Survey%202082%2083%20(1)_cimkjjb.pdf,74e5d817e24644e5198885fa12804c8a0d5dcbcc563fa10289b399537a2dadef,2026-09-03T16:46:03.940310+00:00
1739,yellowbook,सार्वजनिक संस्थानको वार्षिक स्थिति समीक्षा २०८३,,"जेठ १३, २०८३, बुधबार १३:२८",2083-02-13,https://giwmscdnone.gov.np/media/pdf_upload/Yellow%20Book%202082%2083_t341hjx.pdf,d6d5ca3c7973073ae9747de62c6c6ae0ff276eb349dacf0691db4982f184ec57,2026-09-03T16:50:20.677189+00:00
1741,budget-speech,आर्थिक वर्ष २०८३/८४ को बजेट वक्तव्य,,"जेठ १५, २०८३, शुक्रबार १३:४७",2083-02-15,https://giwmscdnone.gov.np/media/pdf_upload/budget%20speech%202083_nz9wmgt_cix58wu.pdf,804f5844141f928c380e3285f98d8c07e18e8b90adc9a5a03852212f19843cd8,2026-09-03T16:47:38.203390+00:00
1748,bulletin,"अर्थ बुलेटिन, माघ अंक (२०८२)",,"जेठ २१, २०८३, बिहिबार १३:४५",2083-02-21,https://giwmscdnone.gov.np/media/pdf_upload/magh%20bulletin%20-final_x85gzza.pdf,bb917651af96795b20df5d77abc2af2d9515c864414509689b3bf986a09d7e51,2026-09-03T16:43:42.648737+00:00
1750,bulletin,"अर्थ बुलेटिन, फागुन अंक (२०८२)",,"जेठ २३, २०८३, आइतबार ५:०",2083-02-23,https://giwmscdnone.gov.np/media/pdf_upload/Fagun%20Bulletin%20%E0%A5%A8%E0%A5%A6%E0%A5%AE%E0%A5%A8_3ygey2p.pdf,78a0b74bf9a5f86cb9930747a439322262a7a0c55cff42c3ecc0a9aec37ed167,2026-09-03T16:43:37.424656+00:00
1751,inter-government-financial-transfer,अन्तर सरकारी वित्तीय हस्तान्तरण २०८३-८४,,"जेठ २५, २०८३, सोमबार ११:४३",2083-02-25,https://giwmscdnone.gov.np/media/pdf_upload/Final%20%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%A3%2097%25_bgtdwyq.pdf,77d36f27f3afe2e35c449dcb9b606675ff00a5ac69afb9607fae8bdc1b28f928,2026-09-03T17:01:53.131869+00:00
